0104,45.806,-70.397
3308,49.000,-116.499
3325,49.000,-109.731
3423,48.999,-95.377
3321,48.997,-111.258
3323,48.999,-110.215
3419,49.000,-101.017
3310,48.998,-111.960
3009,49.002,-122.265
0109,47.360,-68.329
3106,59.451,-136.362
3425,49.000,-95.978
3016,49.000,-118.224
3020,49.000,-117.832
3802,42.999,-82.424
3401,49.000,-97.237
0107,46.765,-67.789
3104,62.615,-141.001
0715,44.992,-74.308
0115,45.189,-67.275
0118,46.925,-67.790
3801,42.332,-83.048
0712,45.009,-73.453
0105,45.569,-67.429
0708,44.347,-75.984
3019,49.000,-119.462
3417,49.000,-103.809
3025,49.000,-117.299
0701,44.733,-75.458
3414,48.999,-101.628
3415,49.000,-99.347
0108,47.160,-67.931
3302,49.001,-116.181
3015,49.001,-117.628
3012,49.000,-118.504
3403,48.999,-102.552
3301,48.999,-104.574
3306,49.000,-108.388
3422,48.999,-100.052
3004,48.994,-122.749
3420,48.999,-103.004
3424,48.719,-94.590
0212,45.015,-73.085
3604,48.608,-93.401
3023,49.002,-122.485
3318,49.000,-115.056
0211,45.011,-71.793
3613,48.001,-89.585
3319,49.000,-107.832
3410,48.999,-103.487
3426,49.000,-95.766
0704,44.991,-74.740
3007,48.122,-123.431
3421,48.999,-100.556
3103,59.630,-135.164
0203,45.012,-72.589
0209,45.006,-72.099
3413,48.999,-101.296
3406,48.999,-102.275
3803,46.509,-84.361
3430,49.000,-96.801
3013,49.000,-118.761
0901,43.095,-79.056
3316,48.998,-113.379
3409,49.000,-98.938
0103,44.859,-66.980
3017,49.002,-123.068
0110,47.249,-68.604
3322,48.999,-112.788
3404,49.001,-97.557
0127,46.450,-67.785
3407,49.000,-97.908
0106,46.135,-67.781
3408,49.000,-98.694
0206,45.013,-71.505
3405,48.999,-99.659
3011,49.000,-119.671
3309,49.000,-105.408
3814,42.618,-82.531
3317,49.000,-106.378
3416,49.000,-98.365
0112,44.400,-68.225
0706,44.135,-76.352
3102,55.342,-131.648
0101,43.659,-70.243
3402,49.000,-97.207
3312,48.999,-105.162
3010,48.496,-122.600
3014,48.534,-123.016
